ImageNumber,ObjectNumber,Children_DilateObjects1_Count,Location_Center_X,Location_Center_Y,Location_Center_Z,Number_Object_Number,Parent_IdentifyPrimaryObjects1
2,9,1,20.894736842105264,22.42105263157895,0,9,9
2,10,1,40.5,21.5,0,10,10
2,11,1,52.708333333333336,24.291666666666668,0,11,11
2,12,1,79.0,24.5,0,12,12
2,13,1,7.105263157894737,25.42105263157895,0,13,13
2,14,1,67.44444444444444,28.5,0,14,15
2,15,1,31.19047619047619,29.047619047619047,0,15,16
2,16,1,46.5625,33.625,0,16,17
2,17,1,83.88235294117646,33.588235294117645,0,17,18
2,18,1,18.23076923076923,35.5,0,18,19
2,19,1,55.11764705882353,37.411764705882355,0,19,20
2,20,1,71.73684210526316,40.78947368421053,0,20,21
2,21,1,50.285714285714285,42.5,0,21,23
2,22,1,61.0,48.0,0,22,24
2,23,1,91.76470588235294,48.94117647058823,0,23,25
2,24,1,73.77777777777777,51.5,0,24,27
2,25,1,39.23529411764706,63.64705882352941,0,25,31
2,26,1,86.28571428571429,68.5,0,26,34
2,27,1,56.77777777777778,73.5,0,27,36
2,28,1,16.11764705882353,74.58823529411765,0,28,37
2,29,1,71.95,78.4,0,29,38
2,30,1,92.14285714285714,78.57142857142857,0,30,39
2,31,1,54.214285714285715,85.35714285714286,0,31,40
2,32,1,84.5,85.5,0,32,43
2,33,1,67.63157894736842,87.47368421052632,0,33,44
2,34,1,27.357142857142858,88.21428571428571,0,34,45
2,35,1,19.41176470588235,92.11764705882354,0,35,46
3,1,1,33.5,5.5,0,1,1
3,2,1,9.631578947368421,6.947368421052632,0,2,2
3,3,1,44.72222222222222,10.38888888888889,0,3,4
3,4,1,40.0,11.68421052631579,0,4,5
3,5,1,20.11764705882353,12.588235294117647,0,5,6
3,6,1,35.666666666666664,13.416666666666666,0,6,7
3,7,1,72.60714285714286,13.464285714285714,0,7,8
3,8,1,11.571428571428571,18.571428571428573,0,8,9
3,9,1,42.1578947368421,22.157894736842106,0,9,10
3,10,1,80.56,22.92,0,10,11
3,11,1,24.25,27.458333333333332,0,11,13
3,12,1,62.125,29.28125,0,12,14
3,13,1,40.476190476190474,34.61904761904762,0,13,15
3,14,1,29.375,36.75,0,14,16
3,15,1,85.4,37.4,0,15,17
3,16,1,10.052631578947368,38.1578947368421,0,16,18
3,17,1,18.6,37.6,0,17,19
3,18,1,25.5625,47.375,0,18,20
3,19,1,91.95,47.85,0,19,21
3,20,1,41.89473684210526,50.421052631578945,0,20,22
3,21,1,66.27272727272727,50.5,0,21,23
3,22,1,13.842105263157896,53.8421052631579,0,22,24
3,23,1,33.0,55.0,0,23,25
3,24,1,24.75,58.95,0,24,26
3,25,1,28.4,71.9,0,25,28
3,26,1,67.5,71.5,0,26,29
3,27,1,44.38095238095238,74.80952380952381,0,27,31
3,28,1,51.25925925925926,75.33333333333333,0,28,32
3,29,1,6.16,78.64,0,29,33
3,30,1,90.51515151515152,78.39393939393939,0,30,34
3,31,1,36.88235294117647,80.41176470588235,0,31,35
3,32,1,51.55,87.35,0,32,36
3,33,1,58.0,87.38461538461539,0,33,37
3,34,1,32.25,88.5625,0,34,38
3,35,1,92.0,92.5,0,35,39
4,1,1,55.285714285714285,7.678571428571429,0,1,2
4,2,1,81.85714285714286,9.80952380952381,0,2,3
4,3,1,40.92,13.56,0,3,5
4,4,1,14.80952380952381,18.952380952380953,0,4,6
4,5,1,71.6086956521739,21.217391304347824,0,5,7
4,6,1,81.0,31.5,0,6,11
4,7,1,40.77272727272727,33.36363636363637,0,7,12
4,8,1,56.42857142857143,35.57142857142857,0,8,14
4,9,1,32.53333333333333,44.6,0,9,16
4,10,1,62.22222222222222,47.5,0,10,19
4,11,1,89.0,55.0,0,11,23
4,12,1,72.47058823529412,56.35294117647059,0,12,24
4,13,1,54.3,66.7,0,13,27
4,14,1,27.470588235294116,65.6470588235294,0,14,28
4,15,1,33.5,73.77777777777777,0,15,31
4,16,1,68.9090909090909,76.0909090909091,0,16,32
4,17,1,9.958333333333334,78.125,0,17,33
4,18,1,20.88235294117647,82.58823529411765,0,18,34
4,19,1,51.285714285714285,84.28571428571429,0,19,37
4,20,1,20.58823529411765,91.88235294117646,0,20,39
4,21,1,37.57142857142857,92.57142857142857,0,21,40
5,1,1,7.5,6.0,0,1,1
5,2,1,18.523809523809526,12.047619047619047,0,2,4
5,3,1,13.5,14.0,0,3,5
5,4,1,67.3529411764706,13.529411764705882,0,4,6
5,5,1,6.181818181818182,20.0,0,5,7
5,6,1,22.5,19.5,0,6,8
5,7,1,36.529411764705884,22.647058823529413,0,7,9
5,8,1,52.21739130434783,24.695652173913043,0,8,11
5,9,1,88.6086956521739,25.52173913043478,0,9,12
5,10,1,12.61111111111111,27.833333333333332,0,10,13
5,11,1,20.842105263157894,29.842105263157894,0,11,14
5,12,1,34.19047619047619,35.04761904761905,0,12,15
5,13,1,61.96153846153846,35.26923076923077,0,13,16
5,14,1,9.0,38.666666666666664,0,14,17
5,15,1,46.1,40.05,0,15,19
5,16,1,80.42857142857143,41.904761904761905,0,16,20
5,17,1,20.272727272727273,53.13636363636363,0,17,22
5,18,1,83.75,52.95,0,18,23
5,19,1,10.411764705882353,57.11764705882353,0,19,25
5,20,1,48.48,62.64,0,20,26
5,21,1,16.842105263157894,67.73684210526316,0,21,27
5,22,1,39.0,68.5,0,22,28
5,23,1,58.5,69.22222222222223,0,23,29
5,24,1,28.473684210526315,71.36842105263158,0,24,31
5,25,1,72.12121212121212,72.9090909090909,0,25,32
5,26,1,51.38461538461539,77.38461538461539,0,26,33
5,27,1,19.272727272727273,79.86363636363636,0,27,35
5,28,1,44.05,82.1,0,28,36
5,29,1,33.0,83.0,0,29,37
5,30,1,80.16666666666667,83.76666666666667,0,30,38
5,31,1,10.0,86.21052631578948,0,31,39
5,32,1,58.23076923076923,86.07692307692308,0,32,40
5,33,1,70.33333333333333,89.0,0,33,41
5,34,1,33.111111111111114,92.27777777777777,0,34,42
5,35,1,43.77777777777778,91.5,0,35,43
6,1,1,33.30769230769231,6.0,0,1,1
6,2,1,10.090909090909092,8.045454545454545,0,2,2
6,3,1,14.708333333333334,9.583333333333334,0,3,3
6,4,1,6.111111111111111,11.333333333333334,0,4,4
6,5,1,48.12,11.44,0,5,5
6,6,1,64.30434782608695,12.695652173913043,0,6,6
6,7,1,82.19047619047619,13.238095238095237,0,7,7
6,8,1,27.88,16.0,0,8,9
6,9,1,53.0,23.5,0,9,11
6,10,1,19.157894736842106,25.157894736842106,0,10,12
6,11,1,38.7,25.4,0,11,13
6,12,1,60.611111111111114,28.666666666666668,0,12,15
6,13,1,84.3157894736842,28.842105263157894,0,13,16
6,14,1,33.09090909090909,36.09090909090909,0,14,18
6,15,1,66.5,38.5,0,15,20
6,16,1,78.89473684210526,38.421052631578945,0,16,21
6,17,1,4.846153846153846,39.0,0,17,22
6,18,1,39.666666666666664,45.0,0,18,24
6,19,1,13.384615384615385,47.0,0,19,25
6,20,1,74.84210526315789,48.8421052631579,0,20,26
6,21,1,39.5,55.5,0,21,28
6,22,1,87.19047619047619,60.95238095238095,0,22,29
6,23,1,47.0,65.5,0,23,32
6,24,1,59.89473684210526,70.57894736842105,0,24,33
6,25,1,84.55,74.15,0,25,35
6,26,1,47.5,77.0,0,26,36
6,27,1,15.5,81.5,0,27,40
6,28,1,53.42857142857143,83.28571428571429,0,28,41
6,29,1,87.61538461538461,86.61538461538461,0,29,43
6,30,1,16.5,93.2,0,30,44
7,1,1,13.75,11.25,0,1,3
7,2,1,87.0,12.0,0,2,6
7,3,1,21.6,15.6,0,3,7
7,4,1,56.76923076923077,14.346153846153847,0,4,8
7,5,1,31.653846153846153,21.576923076923077,0,5,9
7,6,1,60.95,31.1,0,6,12
7,7,1,88.63157894736842,33.0,0,7,13
7,8,1,8.5,33.5,0,8,14
7,9,1,19.105263157894736,37.421052631578945,0,9,16
7,10,1,60.411764705882355,39.88235294117647,0,10,17
7,11,1,28.0,41.5,0,11,18
7,12,1,6.125,42.5,0,12,19
7,13,1,22.2,53.5,0,13,23
7,14,1,86.10526315789474,58.421052631578945,0,14,25
7,15,1,66.0,63.38095238095238,0,15,26
7,16,1,45.225806451612904,69.12903225806451,0,16,28
7,17,1,80.42105263157895,68.89473684210526,0,17,29
7,18,1,9.19047619047619,74.04761904761905,0,18,30
7,19,1,21.41176470588235,74.88235294117646,0,19,31
7,20,1,60.10344827586207,76.17241379310344,0,20,32
7,21,1,46.63157894736842,81.73684210526316,0,21,33
7,22,1,74.07692307692308,84.82051282051282,0,22,35
7,23,1,50.61904761904762,91.57142857142857,0,23,36
7,24,1,65.43478260869566,91.6086956521739,0,24,37
8,1,1,52.5,6.285714285714286,0,1,1
8,2,1,12.625,6.75,0,2,2
8,3,1,61.95,11.9,0,3,3
8,4,1,54.111111111111114,14.666666666666666,0,4,5
8,5,1,26.157894736842106,14.157894736842104,0,5,7
8,6,1,88.44444444444444,17.5,0,6,9
8,7,1,12.61111111111111,18.77777777777778,0,7,10
8,8,1,34.04761904761905,27.19047619047619,0,8,12
8,9,1,13.296296296296296,26.925925925925927,0,9,13
8,10,1,24.466666666666665,28.133333333333333,0,10,14
8,11,1,92.15384615384616,29.0,0,11,16
8,12,1,69.9,32.05,0,12,17
8,13,1,43.5,36.5,0,13,18
8,14,1,92.0909090909091,38.36363636363637,0,14,19
8,15,1,14.571428571428571,46.38095238095238,0,15,20
8,16,1,38.0,47.5,0,16,22
8,17,1,25.703703703703702,49.7037037037037,0,17,24
8,18,1,92.5,51.5,0,18,25
8,19,1,70.14285714285714,54.142857142857146,0,19,26
8,20,1,53.407407407407405,55.074074074074076,0,20,27
8,21,1,74.70833333333333,55.583333333333336,0,21,28
8,22,1,66.11111111111111,57.333333333333336,0,22,29
8,23,1,37.608695652173914,61.47826086956522,0,23,30
8,24,1,87.69565217391305,62.130434782608695,0,24,31
8,25,1,12.0,62.5,0,25,32
8,26,1,59.411764705882355,65.11764705882354,0,26,34
8,27,1,79.11111111111111,71.27777777777777,0,27,35
8,28,1,31.4,73.4,0,28,36
8,29,1,7.9523809523809526,74.80952380952381,0,29,37
8,30,1,16.5,75.5,0,30,38
8,31,1,42.0,76.0,0,31,39
8,32,1,52.11764705882353,75.41176470588235,0,32,40
8,33,1,26.6,79.7,0,33,42
8,34,1,91.8125,81.8125,0,34,43
8,35,1,51.285714285714285,83.5,0,35,44
8,36,1,64.0,85.0,0,36,45
8,37,1,5.56,89.08,0,37,46
8,38,1,17.23076923076923,89.3076923076923,0,38,47
8,39,1,53.21052631578947,91.94736842105263,0,39,48
8,40,1,73.42105263157895,92.10526315789474,0,40,49
9,1,1,64.0,5.846153846153846,0,1,1
9,2,1,4.846153846153846,11.0,0,2,3
9,3,1,66.94736842105263,19.42105263157895,0,3,4
9,4,1,89.26666666666667,25.066666666666666,0,4,6
9,5,1,34.57142857142857,29.38095238095238,0,5,8
9,6,1,47.41379310344828,36.41379310344828,0,6,9
9,7,1,52.827586206896555,40.55172413793103,0,7,12
9,8,1,66.5,48.22222222222222,0,8,15
9,9,1,41.421052631578945,50.10526315789474,0,9,16
9,10,1,57.81818181818182,57.27272727272727,0,10,18
9,11,1,91.14285714285714,59.333333333333336,0,11,19
9,12,1,9.5,64.5,0,12,21
9,13,1,51.78947368421053,71.0,0,13,22
9,14,1,63.592592592592595,71.25925925925925,0,14,23
9,15,1,74.94444444444444,75.75,0,15,25
9,16,1,86.44444444444444,76.29629629629629,0,16,26
9,17,1,48.130434782608695,81.04347826086956,0,17,27
9,18,1,81.8,89.44,0,18,29
9,19,1,34.411764705882355,90.88235294117646,0,19,30
9,20,1,66.91666666666667,92.66666666666667,0,20,31
10,1,1,66.77777777777777,6.5,0,1,1
10,2,1,28.77777777777778,10.777777777777779,0,2,2
10,3,1,87.21739130434783,16.608695652173914,0,3,3
10,4,1,62.892857142857146,19.571428571428573,0,4,4
10,5,1,47.68,24.08,0,5,6
10,6,1,90.15384615384616,35.23076923076923,0,6,7
10,7,1,76.38461538461539,38.38461538461539,0,7,8
10,8,1,52.8421052631579,38.8421052631579,0,8,9
10,9,1,84.0909090909091,54.90909090909091,0,9,13
10,10,1,57.411764705882355,63.11764705882353,0,10,16
10,11,1,28.5,66.22222222222223,0,11,17
10,12,1,5.863636363636363,74.68181818181819,0,12,18
10,13,1,91.93333333333334,77.13333333333334,0,13,19
10,14,1,85.25,89.25,0,14,21
11,1,1,22.166666666666668,13.125,0,1,3
11,2,1,48.6,13.6,0,2,4
11,3,1,67.27777777777777,19.38888888888889,0,3,5
11,4,1,32.15,30.3,0,4,7
11,5,1,59.22222222222222,31.5,0,5,8
11,6,1,48.04545454545455,34.27272727272727,0,6,11
11,7,1,90.55,39.75,0,7,12
11,8,1,18.88888888888889,39.44444444444444,0,8,13
11,9,1,38.09090909090909,40.63636363636363,0,9,14
11,10,1,43.8,67.44,0,10,18
11,11,1,15.125,69.875,0,11,19
11,12,1,30.77777777777778,79.5,0,12,21
11,13,1,62.5,85.0,0,13,23
11,14,1,9.5,86.77777777777777,0,14,24
11,15,1,78.47368421052632,86.63157894736842,0,15,25
11,16,1,21.0,93.5,0,16,26
12,1,1,73.5,5.875,0,1,1
12,2,1,9.692307692307692,15.961538461538462,0,2,2
12,3,1,32.11538461538461,17.692307692307693,0,3,3
12,4,1,60.333333333333336,19.083333333333332,0,4,5
12,5,1,44.65384615384615,22.846153846153847,0,5,6
12,6,1,13.102564102564102,30.256410256410255,0,6,8
12,7,1,43.421052631578945,35.89473684210526,0,7,10
12,8,1,73.61904761904762,36.476190476190474,0,8,11
12,9,1,85.4,37.96,0,9,12
12,10,1,50.92307692307692,48.88461538461539,0,10,14
12,11,1,66.75,48.625,0,11,15
12,12,1,46.45,52.75,0,12,16
12,13,1,36.4,53.6,0,13,17
12,14,1,87.57142857142857,54.61904761904762,0,14,18
12,15,1,57.4,59.25,0,15,19
12,16,1,70.46875,59.75,0,16,20
12,17,1,24.35,61.9,0,17,22
12,18,1,15.473684210526315,67.36842105263158,0,18,23
12,19,1,33.0,68.3529411764706,0,19,24
12,20,1,62.96551724137931,70.17241379310344,0,20,25
12,21,1,91.62962962962963,71.85185185185185,0,21,26
12,22,1,70.84,73.12,0,22,27
12,23,1,23.571428571428573,79.89285714285714,0,23,29
12,24,1,37.37931034482759,81.6896551724138,0,24,30
12,25,1,49.357142857142854,80.71428571428571,0,25,31
12,26,1,85.5,88.0,0,26,33
12,27,1,67.29166666666667,89.0,0,27,35
12,28,1,13.052631578947368,91.78947368421052,0,28,36
13,1,1,16.69047619047619,8.285714285714286,0,1,2
13,2,1,53.9375,9.6875,0,2,3
13,3,1,30.105263157894736,11.421052631578947,0,3,4
13,4,1,84.41176470588235,14.117647058823529,0,4,5
13,5,1,47.26315789473684,14.631578947368421,0,5,6
13,6,1,4.909090909090909,15.636363636363637,0,6,7
13,7,1,78.25,22.666666666666668,0,7,8
13,8,1,87.41176470588235,23.11764705882353,0,8,9
13,9,1,56.9,24.95,0,9,10
13,10,1,68.70833333333333,26.5,0,10,11
13,11,1,12.217391304347826,28.608695652173914,0,11,12
13,12,1,45.57142857142857,33.61904761904762,0,12,14
13,13,1,89.58823529411765,34.05882352941177,0,13,15
13,14,1,56.1578947368421,38.1578947368421,0,14,17
13,15,1,12.19047619047619,43.04761904761905,0,15,18
13,16,1,27.5,42.5,0,16,19
13,17,1,68.88235294117646,49.588235294117645,0,17,21
13,18,1,14.117647058823529,59.411764705882355,0,18,23
13,19,1,56.857142857142854,60.0,0,19,24
13,20,1,32.416666666666664,61.25,0,20,25
13,21,1,91.71428571428571,68.64285714285714,0,21,27
13,22,1,26.318181818181817,73.13636363636364,0,22,30
13,23,1,39.411764705882355,72.88235294117646,0,23,31
13,24,1,16.5,79.28571428571429,0,24,33
13,25,1,30.41176470588235,84.11764705882354,0,25,34
13,26,1,12.176470588235293,89.94117647058823,0,26,36
13,27,1,63.5,90.5,0,27,37
13,28,1,72.5,93.2,0,28,39
14,1,1,73.9,12.3,0,1,2
14,2,1,46.11764705882353,14.588235294117647,0,2,3
14,3,1,61.96,22.76,0,3,4
14,4,1,31.5,24.77777777777778,0,4,5
14,5,1,8.4,26.5,0,5,6
14,6,1,83.91304347826087,28.608695652173914,0,6,7
14,7,1,37.0,35.0,0,7,8
14,8,1,53.38095238095238,36.57142857142857,0,8,9
14,9,1,65.63157894736842,36.78947368421053,0,9,10
14,10,1,16.5,39.8125,0,10,11
14,11,1,27.130434782608695,40.47826086956522,0,11,12
14,12,1,47.22222222222222,47.5,0,12,14
14,13,1,24.61904761904762,53.523809523809526,0,13,16
14,14,1,11.421052631578947,54.10526315789474,0,14,18
14,15,1,41.5,55.22222222222222,0,15,19
14,16,1,68.5625,60.375,0,16,20
14,17,1,44.4,64.4,0,17,21
14,18,1,30.0,67.0,0,18,22
14,19,1,71.11764705882354,70.58823529411765,0,19,24
14,20,1,22.333333333333332,75.0,0,20,25
14,21,1,53.285714285714285,75.5,0,21,26
14,22,1,64.5,78.0,0,22,28
14,23,1,39.25925925925926,85.96296296296296,0,23,30
14,24,1,88.15789473684211,89.15789473684211,0,24,31
14,25,1,5.615384615384615,91.61538461538461,0,25,32
15,1,1,36.5,6.5,0,1,1
15,2,1,65.5,7.0,0,2,3
15,3,1,13.25,11.45,0,3,4
15,4,1,46.8421052631579,12.157894736842104,0,4,5
15,5,1,23.0,16.5,0,5,6
15,6,1,5.411764705882353,20.11764705882353,0,6,7
15,7,1,82.61111111111111,25.72222222222222,0,7,8
15,8,1,74.0,31.210526315789473,0,8,9
15,9,1,62.4,31.92,0,9,10
15,10,1,84.5,36.5,0,10,12
15,11,1,42.1578947368421,38.526315789473685,0,11,13
15,12,1,49.705882352941174,38.411764705882355,0,12,14
15,13,1,32.77777777777778,43.5,0,13,15
15,14,1,40.44,57.08,0,14,20
15,15,1,31.5,66.5,0,15,22
15,16,1,25.5,74.0,0,16,23
15,17,1,34.42307692307692,86.03846153846153,0,17,25
16,1,1,71.23076923076923,5.846153846153846,0,1,1
16,2,1,47.5,6.777777777777778,0,2,2
16,3,1,37.4,12.2,0,3,3
16,4,1,40.92857142857143,13.785714285714286,0,4,4
16,5,1,4.846153846153846,16.0,0,5,6
16,6,1,83.10526315789474,19.57894736842105,0,6,7
16,7,1,70.6470588235294,21.470588235294116,0,7,9
16,8,1,36.5,32.285714285714285,0,8,11
16,9,1,45.64705882352941,33.529411764705884,0,9,12
16,10,1,31.2,38.0,0,10,15
16,11,1,40.95,46.7,0,11,16
16,12,1,29.238095238095237,50.19047619047619,0,12,17
16,13,1,80.41379310344827,55.3448275862069,0,13,18
16,14,1,91.5,55.77777777777778,0,14,19
16,15,1,62.333333333333336,57.0,0,15,20
16,16,1,17.5,59.5,0,16,21
16,17,1,49.96153846153846,64.07692307692308,0,17,22
16,18,1,15.11111111111111,69.27777777777777,0,18,23
16,19,1,37.61538461538461,70.38461538461539,0,19,25
16,20,1,31.5,74.5,0,20,26
16,21,1,45.88235294117647,78.58823529411765,0,21,27
16,22,1,23.2,84.0,0,22,28
16,23,1,61.166666666666664,85.88888888888889,0,23,29
16,24,1,29.772727272727273,86.5909090909091,0,24,30
16,25,1,22.5,93.0,0,25,31
17,1,1,15.28,7.88,0,1,1
17,2,1,56.54545454545455,9.5,0,2,3
17,3,1,40.45454545454545,12.030303030303031,0,3,5
17,4,1,27.894736842105264,18.42105263157895,0,4,6
17,5,1,46.80952380952381,24.333333333333332,0,5,8
17,6,1,80.9090909090909,27.09090909090909,0,6,10
17,7,1,19.5,29.22222222222222,0,7,11
17,8,1,76.5,32.5,0,8,13
17,9,1,41.0,34.5,0,9,14
17,10,1,61.68181818181818,36.45454545454545,0,10,15
17,11,1,14.722222222222221,42.888888888888886,0,11,17
17,12,1,75.15789473684211,51.8421052631579,0,12,19
17,13,1,44.5,53.5,0,13,21
17,14,1,34.90909090909091,54.90909090909091,0,14,22
17,15,1,24.142857142857142,68.19047619047619,0,15,24
17,16,1,62.08,71.56,0,16,25
17,17,1,36.5,73.22222222222223,0,17,26
17,18,1,69.5,73.22222222222223,0,18,27
17,19,1,79.4,73.4,0,19,28
17,20,1,6.0,79.33333333333333,0,20,29
17,21,1,63.5,85.5,0,21,30
17,22,1,11.666666666666666,86.28571428571429,0,22,31
17,23,1,77.6,87.6,0,23,32
18,1,1,79.5,6.0,0,1,1
18,2,1,51.0,8.5,0,2,2
18,3,1,17.23076923076923,9.23076923076923,0,3,3
18,4,1,58.0,9.307692307692308,0,4,4
18,5,1,78.42105263157895,15.105263157894736,0,5,5
18,6,1,24.294117647058822,15.294117647058824,0,6,6
18,7,1,36.142857142857146,20.714285714285715,0,7,7
18,8,1,50.96666666666667,21.4,0,8,8
18,9,1,45.6,22.4,0,9,9
18,10,1,66.47058823529412,24.647058823529413,0,10,10
18,11,1,4.454545454545454,26.727272727272727,0,11,11
18,12,1,89.88888888888889,32.27777777777778,0,12,13
18,13,1,61.31818181818182,36.54545454545455,0,13,15
18,14,1,38.333333333333336,38.0,0,14,16
18,15,1,87.14285714285714,45.0,0,15,17
18,16,1,15.894736842105264,47.421052631578945,0,16,18
18,17,1,76.75,47.75,0,17,19
18,18,1,5.294117647058823,50.294117647058826,0,18,20
18,19,1,23.6,51.4,0,19,21
18,20,1,48.27777777777778,52.388888888888886,0,20,22
18,21,1,37.0,57.5,0,21,23
18,22,1,59.4,56.93333333333333,0,22,24
18,23,1,18.071428571428573,57.714285714285715,0,23,25
18,24,1,68.5,58.0,0,24,26
18,25,1,80.85714285714286,57.523809523809526,0,25,27
18,26,1,30.5,65.0,0,26,29
18,27,1,40.94117647058823,66.23529411764706,0,27,30
18,28,1,52.94736842105263,65.84210526315789,0,28,31
18,29,1,75.72727272727273,72.5,0,29,33
18,30,1,85.95238095238095,75.80952380952381,0,30,34
18,31,1,90.96551724137932,77.96551724137932,0,31,36
18,32,1,55.5,83.22222222222223,0,32,37
18,33,1,34.5,85.5,0,33,38
18,34,1,18.636363636363637,88.4090909090909,0,34,39
18,35,1,5.388888888888889,89.22222222222223,0,35,40
18,36,1,81.3529411764706,89.82352941176471,0,36,41
18,37,1,41.4,92.6,0,37,42
18,38,1,51.733333333333334,92.4,0,38,43
18,39,1,60.10526315789474,92.42105263157895,0,39,44
18,40,1,90.1875,92.8125,0,40,45
19,1,1,61.0,5.5,0,1,1
19,2,1,25.142857142857142,5.928571428571429,0,2,2
19,3,1,74.38095238095238,8.571428571428571,0,3,4
19,4,1,34.77777777777778,9.5,0,4,5
19,5,1,42.5,10.5,0,5,6
19,6,1,58.375,14.25,0,6,7
19,7,1,9.5,16.5,0,7,8
19,8,1,42.11764705882353,21.58823529411765,0,8,11
19,9,1,20.333333333333332,23.133333333333333,0,9,12
19,10,1,33.88235294117647,25.41176470588235,0,10,13
19,11,1,5.285714285714286,26.5,0,11,14
19,12,1,18.65,28.45,0,12,16
19,13,1,48.8421052631579,30.157894736842106,0,13,17
19,14,1,13.4,35.4,0,14,19
19,15,1,34.0,35.0,0,15,20
19,16,1,25.125,35.875,0,16,21
19,17,1,74.4090909090909,36.77272727272727,0,17,22
19,18,1,44.36363636363637,40.54545454545455,0,18,23
19,19,1,30.90909090909091,44.90909090909091,0,19,24
19,20,1,90.85714285714286,45.476190476190474,0,20,25
19,21,1,59.5,47.714285714285715,0,21,26
19,22,1,77.6875,49.4375,0,22,27
19,23,1,49.94736842105263,52.63157894736842,0,23,28
19,24,1,26.115384615384617,57.0,0,24,30
19,25,1,68.91304347826087,58.04347826086956,0,25,32
19,26,1,49.4,64.11428571428571,0,26,34
19,27,1,82.25,65.65,0,27,35
19,28,1,88.82758620689656,67.17241379310344,0,28,37
19,29,1,37.36363636363637,69.0909090909091,0,29,38
19,30,1,72.11111111111111,68.61111111111111,0,30,39
19,31,1,62.8,71.08,0,31,41
19,32,1,57.91304347826087,73.69565217391305,0,32,42
19,33,1,75.6875,74.5,0,33,43
19,34,1,79.38461538461539,76.76923076923077,0,34,44
19,35,1,4.8,77.5,0,35,45
19,36,1,83.5,77.5,0,36,46
19,37,1,35.714285714285715,79.35714285714286,0,37,47
19,38,1,40.05263157894737,81.47368421052632,0,38,48
19,39,1,70.5,82.0,0,39,49
19,40,1,52.214285714285715,84.64285714285714,0,40,50
19,41,1,61.89473684210526,88.57894736842105,0,41,52
19,42,1,4.875,91.125,0,42,53
19,43,1,81.10526315789474,91.42105263157895,0,43,54
19,44,1,86.76923076923077,92.5,0,44,55
20,1,1,84.15789473684211,8.31578947368421,0,1,3
20,2,1,13.761904761904763,15.0,0,2,6
20,3,1,49.8421052631579,16.31578947368421,0,3,8
20,4,1,64.15789473684211,15.157894736842104,0,4,9
20,5,1,89.5,22.0,0,5,10
20,6,1,45.5,26.0,0,6,11
20,7,1,17.047619047619047,25.80952380952381,0,7,12
20,8,1,33.411764705882355,28.88235294117647,0,8,13
20,9,1,54.125,29.875,0,9,14
20,10,1,63.35,30.45,0,10,15
20,11,1,9.363636363636363,33.59090909090909,0,11,16
20,12,1,36.26315789473684,36.73684210526316,0,12,17
20,13,1,54.95454545454545,35.18181818181818,0,13,18
20,14,1,24.44,38.08,0,14,19
20,15,1,7.625,40.1875,0,15,21
20,16,1,54.25,42.6,0,16,24
20,17,1,67.30434782608695,46.65217391304348,0,17,25
20,18,1,82.6,46.6,0,18,26
20,19,1,13.633333333333333,48.5,0,19,27
